Equipo ID,Estudiante ID,Nota Estudiante,Rol Dominante,Coordinador,Investigador de Recursos,Trabajador,Monitor Evaluador,Impulsor,Finalizador,Especialista,Cohesionador,Creativo
361,816,2.9,Cohesionador,9.0,6.0,5.0,5.0,11.0,7.0,8.0,13.0,5.0
14,817,3.9,Investigador de Recursos,5.0,9.0,9.0,9.0,6.0,8.0,8.0,6.0,9.0
179,818,4.6,Coordinador,13.0,9.0,10.0,8.0,7.0,3.0,7.0,4.0,7.0
490,819,4.9,Impulsor,7.0,10.0,9.0,7.0,12.0,7.0,6.0,3.0,8.0
442,820,3.9,Finalizador,4.0,9.0,6.0,9.0,4.0,12.0,10.0,5.0,8.0
244,821,2.9,Trabajador,9.0,6.0,13.0,9.0,8.0,4.0,6.0,5.0,7.0
90,822,3.7,Coordinador,11.0,10.0,8.0,1.0,8.0,7.0,7.0,7.0,10.0
148,823,0.0,Impulsor,10.0,9.0,8.0,6.0,11.0,5.0,4.0,7.0,8.0
360,824,1.9,Finalizador,6.0,6.0,9.0,7.0,7.0,12.0,9.0,4.0,11.0
299,825,3.6,Coordinador,16.0,3.0,12.0,11.0,6.0,4.0,6.0,4.0,8.0
199,826,1.4,Monitor Evaluador,8.0,6.0,6.0,11.0,10.0,9.0,4.0,6.0,6.0
242,827,2.9,Trabajador,8.0,8.0,15.0,6.0,4.0,5.0,8.0,8.0,8.0
404,828,3.1,Especialista,7.0,4.0,5.0,7.0,7.0,6.0,14.0,7.0,9.0
26,829,1.9,Creativo,6.0,3.0,5.0,10.0,6.0,7.0,9.0,9.0,11.0
399,830,1.4,Creativo,8.0,6.0,9.0,6.0,9.0,10.0,5.0,4.0,12.0
357,831,2.2,Especialista,10.0,4.0,10.0,5.0,9.0,8.0,13.0,5.0,6.0
318,832,2.4,Coordinador,9.0,8.0,7.0,6.0,8.0,9.0,7.0,6.0,9.0
466,833,0.7,Finalizador,9.0,9.0,9.0,7.0,6.0,17.0,6.0,2.0,8.0
27,834,4.5,Investigador de Recursos,9.0,12.0,6.0,11.0,7.0,4.0,4.0,12.0,8.0
17,835,1.3,Finalizador,4.0,5.0,3.0,9.0,9.0,10.0,10.0,7.0,10.0
140,836,2.9,Coordinador,12.0,10.0,10.0,4.0,10.0,6.0,4.0,4.0,7.0
244,837,4.1,Coordinador,14.0,7.0,9.0,4.0,8.0,3.0,11.0,7.0,6.0
160,838,3.2,Especialista,6.0,7.0,4.0,8.0,9.0,6.0,12.0,4.0,7.0
461,839,4.9,Trabajador,6.0,6.0,10.0,9.0,7.0,9.0,8.0,3.0,10.0
419,840,2.1,Cohesionador,8.0,6.0,11.0,7.0,8.0,3.0,5.0,12.0,6.0
179,841,0.8,Coordinador,10.0,10.0,10.0,7.0,9.0,6.0,1.0,4.0,9.0
35,842,4.0,Coordinador,10.0,10.0,10.0,7.0,5.0,5.0,6.0,10.0,4.0
269,843,4.0,Especialista,9.0,7.0,7.0,3.0,5.0,10.0,13.0,7.0,9.0
462,844,0.3,Monitor Evaluador,10.0,10.0,4.0,11.0,5.0,5.0,8.0,6.0,6.0
389,845,0.6,Trabajador,12.0,9.0,13.0,8.0,7.0,6.0,3.0,3.0,5.0
16,846,3.6,Finalizador,7.0,5.0,5.0,6.0,9.0,12.0,7.0,12.0,6.0
481,847,1.8,Coordinador,12.0,7.0,8.0,10.0,6.0,3.0,6.0,6.0,9.0
411,848,2.8,Finalizador,12.0,10.0,6.0,5.0,4.0,13.0,7.0,8.0,7.0
419,849,0.5,Coordinador,14.0,7.0,4.0,2.0,10.0,10.0,6.0,5.0,7.0
495,850,0.1,Finalizador,10.0,8.0,8.0,10.0,5.0,11.0,3.0,9.0,5.0
445,851,2.3,Trabajador,5.0,7.0,15.0,4.0,11.0,8.0,4.0,6.0,7.0
215,852,2.9,Investigador de Recursos,7.0,11.0,9.0,6.0,7.0,7.0,9.0,9.0,4.0
490,853,4.3,Trabajador,6.0,4.0,10.0,10.0,6.0,9.0,9.0,9.0,5.0
320,854,4.9,Impulsor,10.0,6.0,6.0,7.0,12.0,3.0,8.0,7.0,10.0
122,855,0.7,Trabajador,7.0,8.0,11.0,11.0,6.0,8.0,7.0,5.0,8.0
339,856,0.2,Investigador de Recursos,10.0,12.0,7.0,5.0,11.0,6.0,6.0,9.0,7.0
276,857,3.3,Trabajador,2.0,10.0,13.0,5.0,7.0,8.0,5.0,8.0,9.0
403,858,2.0,Creativo,8.0,6.0,5.0,1.0,7.0,10.0,10.0,10.0,11.0
87,859,1.2,Impulsor,5.0,4.0,5.0,6.0,13.0,11.0,9.0,9.0,6.0
174,860,2.1,Coordinador,11.0,8.0,7.0,9.0,8.0,11.0,6.0,6.0,6.0
235,861,4.5,Especialista,10.0,7.0,7.0,6.0,4.0,5.0,12.0,11.0,4.0
7,862,2.1,Trabajador,5.0,10.0,12.0,5.0,3.0,8.0,9.0,12.0,5.0
290,863,4.2,Especialista,7.0,7.0,9.0,5.0,5.0,4.0,16.0,11.0,4.0
162,864,1.3,Trabajador,8.0,5.0,13.0,7.0,7.0,9.0,7.0,4.0,8.0
353,865,4.6,Coordinador,11.0,6.0,9.0,7.0,9.0,3.0,9.0,11.0,6.0
24,866,4.2,Finalizador,8.0,5.0,4.0,8.0,5.0,13.0,8.0,9.0,7.0
338,867,1.9,Especialista,8.0,6.0,4.0,6.0,8.0,8.0,14.0,8.0,5.0
206,868,0.5,Finalizador,10.0,5.0,8.0,7.0,10.0,13.0,2.0,9.0,8.0
108,869,1.9,Investigador de Recursos,5.0,14.0,6.0,9.0,7.0,7.0,8.0,4.0,5.0
271,870,4.2,Trabajador,13.0,3.0,16.0,5.0,7.0,5.0,4.0,8.0,6.0
394,871,0.4,Coordinador,11.0,4.0,8.0,8.0,10.0,9.0,9.0,6.0,5.0
317,872,0.6,Especialista,10.0,7.0,6.0,9.0,4.0,10.0,12.0,6.0,4.0
441,873,2.0,Investigador de Recursos,8.0,13.0,7.0,7.0,5.0,6.0,6.0,0.0,13.0
45,874,4.9,Monitor Evaluador,11.0,8.0,5.0,12.0,5.0,10.0,10.0,6.0,2.0
465,875,0.7,Trabajador,7.0,7.0,11.0,5.0,5.0,9.0,9.0,8.0,7.0
9,876,2.7,Coordinador,12.0,10.0,9.0,4.0,4.0,10.0,8.0,9.0,5.0
426,877,2.4,Creativo,7.0,6.0,7.0,4.0,7.0,7.0,9.0,7.0,14.0
412,878,1.1,Finalizador,8.0,7.0,6.0,5.0,7.0,19.0,5.0,5.0,4.0
330,879,3.9,Cohesionador,6.0,4.0,5.0,8.0,8.0,7.0,9.0,11.0,9.0
471,880,3.4,Finalizador,10.0,5.0,12.0,8.0,7.0,15.0,6.0,4.0,3.0
253,881,2.3,Investigador de Recursos,5.0,12.0,10.0,5.0,5.0,11.0,8.0,4.0,7.0
151,882,2.7,Coordinador,10.0,6.0,9.0,7.0,6.0,9.0,5.0,8.0,10.0
483,883,1.2,Trabajador,7.0,6.0,12.0,10.0,7.0,5.0,11.0,8.0,2.0
462,884,1.8,Impulsor,9.0,10.0,6.0,9.0,11.0,4.0,7.0,4.0,8.0
256,885,1.9,Creativo,7.0,6.0,5.0,8.0,6.0,9.0,4.0,8.0,17.0
402,886,2.8,Finalizador,5.0,8.0,7.0,7.0,5.0,9.0,9.0,6.0,9.0
90,887,1.1,Monitor Evaluador,10.0,6.0,4.0,12.0,9.0,12.0,2.0,5.0,6.0
93,888,1.2,Monitor Evaluador,6.0,2.0,7.0,12.0,6.0,9.0,9.0,8.0,10.0
317,889,3.4,Monitor Evaluador,5.0,5.0,10.0,11.0,9.0,9.0,5.0,8.0,8.0
486,890,0.1,Impulsor,7.0,8.0,5.0,8.0,13.0,8.0,6.0,5.0,8.0
149,891,0.5,Cohesionador,7.0,12.0,9.0,8.0,6.0,4.0,6.0,13.0,6.0
170,892,0.0,Cohesionador,5.0,6.0,6.0,7.0,6.0,11.0,8.0,15.0,4.0
133,893,2.7,Coordinador,11.0,5.0,7.0,8.0,8.0,2.0,4.0,10.0,10.0
352,894,4.7,Especialista,5.0,12.0,7.0,2.0,8.0,6.0,13.0,8.0,11.0
378,895,4.2,Monitor Evaluador,8.0,7.0,6.0,10.0,5.0,5.0,9.0,8.0,10.0
392,896,2.0,Creativo,4.0,4.0,8.0,7.0,7.0,9.0,11.0,5.0,13.0
120,897,1.9,Cohesionador,8.0,7.0,2.0,9.0,7.0,7.0,8.0,10.0,9.0
340,898,3.6,Impulsor,4.0,6.0,6.0,10.0,11.0,9.0,5.0,6.0,8.0
257,899,2.8,Coordinador,13.0,10.0,7.0,9.0,7.0,5.0,3.0,8.0,7.0
121,900,2.4,Impulsor,10.0,7.0,5.0,3.0,13.0,13.0,7.0,3.0,5.0
101,901,4.4,Monitor Evaluador,7.0,10.0,3.0,11.0,9.0,4.0,5.0,7.0,8.0
163,902,2.9,Creativo,10.0,9.0,3.0,7.0,3.0,10.0,6.0,5.0,12.0
352,903,1.5,Trabajador,4.0,4.0,13.0,9.0,8.0,6.0,7.0,6.0,9.0
232,904,3.5,Monitor Evaluador,5.0,8.0,7.0,12.0,6.0,9.0,9.0,3.0,10.0
108,905,3.1,Finalizador,7.0,6.0,9.0,6.0,5.0,13.0,5.0,6.0,9.0
68,906,1.8,Trabajador,7.0,6.0,12.0,6.0,8.0,8.0,10.0,3.0,6.0
226,907,0.6,Coordinador,15.0,7.0,7.0,5.0,6.0,8.0,7.0,7.0,4.0
473,908,3.8,Cohesionador,5.0,3.0,8.0,8.0,7.0,12.0,5.0,13.0,8.0
268,909,1.5,Cohesionador,5.0,6.0,10.0,4.0,11.0,7.0,4.0,13.0,7.0
56,910,1.2,Investigador de Recursos,6.0,12.0,6.0,7.0,12.0,7.0,3.0,8.0,9.0
18,911,2.4,Coordinador,9.0,6.0,9.0,8.0,9.0,9.0,7.0,6.0,4.0
422,912,2.3,Trabajador,4.0,6.0,11.0,11.0,5.0,11.0,5.0,7.0,8.0
166,913,0.8,Monitor Evaluador,10.0,6.0,8.0,13.0,9.0,6.0,7.0,7.0,6.0
317,914,5.0,Investigador de Recursos,4.0,11.0,3.0,5.0,7.0,11.0,6.0,11.0,10.0
352,915,4.4,Monitor Evaluador,8.0,7.0,5.0,14.0,6.0,7.0,8.0,7.0,8.0
181,916,4.8,Monitor Evaluador,8.0,8.0,5.0,11.0,7.0,10.0,7.0,6.0,5.0
385,917,3.0,Investigador de Recursos,8.0,12.0,4.0,9.0,5.0,4.0,9.0,11.0,8.0
290,918,0.4,Impulsor,7.0,6.0,5.0,8.0,11.0,5.0,11.0,5.0,8.0
256,919,3.3,Cohesionador,8.0,8.0,7.0,5.0,5.0,9.0,5.0,14.0,8.0
26,920,1.3,Investigador de Recursos,3.0,17.0,3.0,7.0,4.0,6.0,10.0,11.0,7.0
49,921,0.4,Investigador de Recursos,8.0,13.0,8.0,1.0,6.0,8.0,6.0,6.0,10.0
77,922,0.5,Coordinador,14.0,5.0,7.0,7.0,12.0,5.0,5.0,5.0,5.0
347,923,4.4,Monitor Evaluador,6.0,6.0,6.0,11.0,6.0,5.0,7.0,9.0,9.0
159,924,3.2,Monitor Evaluador,6.0,6.0,10.0,11.0,9.0,6.0,5.0,6.0,9.0
314,925,3.9,Coordinador,14.0,7.0,11.0,6.0,6.0,5.0,4.0,9.0,5.0
278,926,1.0,Finalizador,7.0,7.0,4.0,5.0,9.0,13.0,7.0,10.0,10.0
169,927,2.5,Trabajador,11.0,8.0,13.0,3.0,4.0,6.0,8.0,9.0,6.0
385,928,3.1,Investigador de Recursos,7.0,14.0,8.0,1.0,10.0,10.0,7.0,8.0,6.0
447,929,1.9,Coordinador,15.0,5.0,8.0,6.0,2.0,7.0,10.0,6.0,9.0
149,930,3.0,Coordinador,12.0,4.0,11.0,11.0,7.0,8.0,1.0,6.0,7.0
480,931,1.9,Coordinador,10.0,7.0,8.0,9.0,10.0,3.0,10.0,8.0,6.0
327,932,1.2,Trabajador,9.0,8.0,12.0,6.0,8.0,8.0,7.0,3.0,11.0
79,933,0.2,Investigador de Recursos,8.0,14.0,4.0,5.0,7.0,10.0,2.0,8.0,7.0
272,934,0.5,Especialista,7.0,8.0,8.0,8.0,9.0,6.0,12.0,7.0,5.0
485,935,3.9,Trabajador,9.0,6.0,10.0,6.0,5.0,7.0,4.0,10.0,9.0
91,936,4.0,Investigador de Recursos,6.0,11.0,2.0,5.0,10.0,3.0,11.0,7.0,9.0
414,937,4.3,Especialista,7.0,5.0,8.0,5.0,6.0,11.0,14.0,8.0,7.0
4,938,2.9,Impulsor,9.0,10.0,6.0,5.0,11.0,7.0,6.0,7.0,6.0
164,939,0.6,Impulsor,8.0,10.0,7.0,2.0,14.0,4.0,4.0,6.0,12.0
161,940,1.8,Finalizador,6.0,8.0,5.0,5.0,10.0,11.0,9.0,10.0,4.0
499,941,3.9,Investigador de Recursos,8.0,12.0,7.0,4.0,6.0,6.0,9.0,7.0,6.0
428,942,1.5,Finalizador,6.0,4.0,7.0,6.0,6.0,16.0,10.0,5.0,8.0
445,943,2.6,Coordinador,13.0,4.0,4.0,8.0,6.0,6.0,5.0,10.0,9.0
191,944,0.3,Trabajador,5.0,4.0,15.0,9.0,8.0,13.0,9.0,4.0,5.0
447,945,1.0,Impulsor,11.0,3.0,10.0,4.0,17.0,3.0,1.0,5.0,10.0
206,946,4.8,Trabajador,6.0,11.0,17.0,4.0,5.0,10.0,4.0,3.0,5.0
93,947,0.2,Investigador de Recursos,6.0,12.0,8.0,8.0,5.0,10.0,5.0,11.0,3.0
208,948,0.4,Especialista,8.0,8.0,7.0,6.0,9.0,8.0,10.0,6.0,7.0
462,949,1.0,Especialista,8.0,6.0,9.0,2.0,9.0,6.0,12.0,7.0,8.0
58,950,0.7,Investigador de Recursos,4.0,12.0,10.0,11.0,8.0,8.0,8.0,7.0,1.0
155,951,0.6,Finalizador,6.0,7.0,8.0,7.0,5.0,10.0,8.0,7.0,8.0
4,952,1.0,Monitor Evaluador,11.0,3.0,7.0,16.0,5.0,3.0,6.0,7.0,9.0
271,953,3.8,Investigador de Recursos,6.0,11.0,8.0,7.0,10.0,9.0,5.0,5.0,6.0
174,954,1.1,Monitor Evaluador,6.0,10.0,8.0,15.0,7.0,7.0,11.0,5.0,4.0
491,955,4.3,Monitor Evaluador,11.0,7.0,5.0,12.0,5.0,7.0,5.0,5.0,9.0
107,956,3.0,Finalizador,4.0,9.0,7.0,7.0,6.0,10.0,6.0,8.0,9.0
424,957,3.7,Monitor Evaluador,9.0,7.0,9.0,11.0,4.0,6.0,7.0,3.0,6.0
81,958,2.5,Investigador de Recursos,9.0,11.0,10.0,6.0,6.0,4.0,10.0,5.0,11.0
417,959,0.2,Trabajador,5.0,10.0,11.0,6.0,8.0,5.0,9.0,9.0,7.0
345,960,5.0,Finalizador,8.0,16.0,4.0,6.0,7.0,17.0,2.0,2.0,8.0
42,961,2.2,Finalizador,9.0,9.0,9.0,4.0,8.0,10.0,6.0,3.0,8.0
354,962,2.6,Investigador de Recursos,8.0,16.0,4.0,9.0,5.0,6.0,10.0,6.0,3.0
274,963,2.2,Investigador de Recursos,9.0,14.0,6.0,8.0,4.0,9.0,2.0,10.0,8.0
427,964,3.6,Monitor Evaluador,8.0,8.0,7.0,11.0,7.0,7.0,2.0,11.0,6.0
85,965,4.9,Especialista,5.0,5.0,10.0,8.0,5.0,4.0,11.0,9.0,7.0
60,966,4.9,Investigador de Recursos,7.0,14.0,11.0,7.0,9.0,6.0,6.0,6.0,4.0
189,967,4.2,Coordinador,16.0,7.0,3.0,7.0,10.0,5.0,10.0,4.0,7.0
275,968,2.8,Trabajador,9.0,3.0,11.0,10.0,9.0,11.0,10.0,4.0,8.0
48,969,1.1,Trabajador,7.0,4.0,15.0,6.0,6.0,9.0,4.0,8.0,9.0
199,970,3.2,Investigador de Recursos,6.0,9.0,6.0,6.0,9.0,7.0,7.0,9.0,9.0
450,971,0.4,Impulsor,7.0,6.0,9.0,3.0,13.0,6.0,4.0,10.0,11.0
168,972,1.2,Finalizador,3.0,10.0,8.0,9.0,5.0,17.0,8.0,6.0,3.0
495,973,2.9,Cohesionador,13.0,3.0,6.0,11.0,4.0,6.0,5.0,14.0,6.0
35,974,4.3,Finalizador,7.0,8.0,6.0,4.0,8.0,13.0,6.0,10.0,5.0
492,975,1.8,Especialista,8.0,8.0,4.0,7.0,11.0,6.0,12.0,2.0,8.0
367,976,0.8,Especialista,10.0,9.0,8.0,10.0,5.0,7.0,12.0,5.0,6.0
53,977,4.6,Finalizador,9.0,5.0,9.0,7.0,11.0,12.0,1.0,8.0,4.0
214,978,0.5,Coordinador,9.0,6.0,5.0,6.0,8.0,9.0,7.0,8.0,9.0
210,979,3.0,Especialista,6.0,8.0,5.0,8.0,7.0,4.0,14.0,10.0,5.0
220,980,0.6,Especialista,3.0,9.0,5.0,10.0,5.0,10.0,14.0,6.0,12.0
109,981,1.8,Trabajador,8.0,8.0,10.0,6.0,5.0,6.0,8.0,10.0,6.0
175,982,1.1,Monitor Evaluador,4.0,7.0,7.0,10.0,6.0,10.0,9.0,8.0,5.0
295,983,3.8,Trabajador,6.0,9.0,12.0,8.0,8.0,7.0,4.0,7.0,4.0
477,984,3.5,Finalizador,5.0,6.0,2.0,8.0,7.0,11.0,11.0,11.0,9.0
409,985,3.2,Impulsor,6.0,6.0,11.0,7.0,14.0,5.0,7.0,5.0,4.0
87,986,4.0,Especialista,7.0,10.0,5.0,7.0,5.0,2.0,11.0,11.0,11.0
409,987,1.8,Finalizador,9.0,8.0,3.0,2.0,9.0,11.0,7.0,9.0,10.0
419,988,2.5,Monitor Evaluador,5.0,6.0,6.0,14.0,9.0,5.0,7.0,4.0,9.0
191,989,2.9,Cohesionador,6.0,8.0,6.0,9.0,9.0,1.0,8.0,13.0,6.0
302,990,0.3,Impulsor,9.0,7.0,6.0,7.0,11.0,3.0,8.0,10.0,7.0
53,991,4.8,Impulsor,9.0,6.0,9.0,7.0,11.0,5.0,8.0,11.0,7.0
56,992,0.5,Monitor Evaluador,7.0,10.0,6.0,12.0,5.0,7.0,10.0,6.0,6.0
316,993,0.2,Trabajador,8.0,7.0,12.0,9.0,12.0,5.0,9.0,4.0,6.0
81,994,1.8,Especialista,4.0,4.0,7.0,7.0,7.0,6.0,12.0,9.0,8.0
78,995,4.0,Investigador de Recursos,10.0,11.0,5.0,3.0,10.0,9.0,11.0,7.0,6.0
462,996,2.8,Finalizador,9.0,9.0,6.0,11.0,6.0,12.0,2.0,4.0,10.0
375,997,4.3,Coordinador,11.0,5.0,2.0,5.0,4.0,7.0,10.0,10.0,8.0
326,998,3.3,Impulsor,8.0,5.0,4.0,8.0,13.0,8.0,10.0,4.0,8.0
465,999,4.3,Coordinador,17.0,5.0,2.0,4.0,8.0,16.0,1.0,10.0,4.0
324,1000,4.2,Cohesionador,8.0,4.0,7.0,5.0,7.0,9.0,6.0,12.0,8.0
196,1001,4.9,Investigador de Recursos,8.0,15.0,2.0,5.0,5.0,4.0,9.0,10.0,7.0
480,1002,3.5,Coordinador,13.0,13.0,7.0,9.0,10.0,5.0,5.0,8.0,3.0
121,1003,1.3,Especialista,8.0,4.0,4.0,7.0,10.0,7.0,12.0,7.0,8.0
202,1004,2.2,Trabajador,4.0,7.0,12.0,5.0,7.0,10.0,7.0,6.0,8.0
349,1005,2.8,Creativo,9.0,8.0,7.0,8.0,4.0,7.0,6.0,4.0,13.0
167,1006,2.8,Impulsor,5.0,8.0,7.0,5.0,12.0,7.0,6.0,9.0,12.0
253,1007,1.0,Investigador de Recursos,6.0,11.0,9.0,3.0,7.0,6.0,6.0,9.0,9.0
197,1008,1.3,Monitor Evaluador,4.0,6.0,8.0,13.0,3.0,11.0,6.0,9.0,7.0
70,1009,0.6,Investigador de Recursos,6.0,14.0,10.0,4.0,4.0,10.0,3.0,9.0,9.0
350,1010,4.5,Investigador de Recursos,3.0,13.0,13.0,3.0,7.0,7.0,4.0,10.0,6.0
217,1011,4.3,Impulsor,7.0,7.0,8.0,6.0,15.0,6.0,8.0,6.0,5.0
219,1012,4.4,Investigador de Recursos,9.0,11.0,3.0,8.0,9.0,9.0,8.0,8.0,6.0
23,1013,0.9,Monitor Evaluador,5.0,8.0,10.0,12.0,10.0,4.0,3.0,7.0,8.0
398,1014,3.6,Cohesionador,4.0,7.0,7.0,11.0,10.0,5.0,3.0,13.0,9.0
141,1015,2.2,Monitor Evaluador,5.0,8.0,7.0,9.0,7.0,8.0,7.0,9.0,9.0
41,1016,1.9,Coordinador,11.0,9.0,8.0,11.0,7.0,6.0,11.0,5.0,1.0
358,1017,3.4,Trabajador,4.0,4.0,13.0,8.0,7.0,6.0,10.0,8.0,7.0
98,1018,4.3,Monitor Evaluador,12.0,3.0,7.0,15.0,5.0,8.0,5.0,8.0,7.0
80,1019,4.6,Coordinador,13.0,9.0,5.0,12.0,4.0,9.0,6.0,5.0,4.0
91,1020,0.1,Especialista,8.0,3.0,2.0,6.0,8.0,11.0,15.0,6.0,9.0
144,1021,3.9,Investigador de Recursos,11.0,15.0,9.0,9.0,6.0,5.0,1.0,5.0,6.0
185,1022,0.1,Trabajador,6.0,10.0,13.0,9.0,7.0,7.0,3.0,7.0,7.0
146,1023,2.8,Trabajador,5.0,10.0,12.0,8.0,2.0,4.0,7.0,7.0,12.0
127,1024,0.1,Cohesionador,6.0,5.0,9.0,11.0,7.0,8.0,4.0,14.0,7.0
253,1025,2.4,Coordinador,11.0,7.0,8.0,6.0,7.0,5.0,9.0,5.0,8.0
112,1026,3.1,Coordinador,10.0,5.0,2.0,10.0,10.0,9.0,9.0,9.0,4.0
147,1027,2.7,Trabajador,3.0,6.0,12.0,8.0,11.0,9.0,10.0,2.0,11.0
462,1028,1.8,Monitor Evaluador,3.0,3.0,10.0,12.0,5.0,9.0,11.0,6.0,8.0
112,1029,2.7,Impulsor,8.0,8.0,4.0,6.0,12.0,8.0,7.0,6.0,9.0
465,1030,1.7,Trabajador,4.0,6.0,11.0,6.0,9.0,11.0,6.0,6.0,5.0
490,1031,3.6,Creativo,5.0,10.0,3.0,10.0,8.0,7.0,8.0,7.0,12.0
329,1032,2.2,Investigador de Recursos,11.0,13.0,5.0,9.0,7.0,3.0,4.0,9.0,6.0
65,1033,4.0,Coordinador,12.0,9.0,5.0,6.0,3.0,9.0,9.0,12.0,4.0
450,1034,3.1,Cohesionador,11.0,9.0,1.0,9.0,3.0,7.0,9.0,12.0,8.0
126,1035,2.6,Investigador de Recursos,6.0,10.0,5.0,10.0,8.0,10.0,9.0,6.0,6.0
264,1036,4.6,Especialista,7.0,7.0,5.0,6.0,5.0,8.0,12.0,9.0,12.0
280,1037,4.8,Especialista,8.0,5.0,8.0,5.0,9.0,6.0,12.0,7.0,9.0
128,1038,4.4,Coordinador,12.0,10.0,8.0,7.0,7.0,8.0,1.0,10.0,5.0
14,1039,1.4,Trabajador,3.0,3.0,14.0,6.0,8.0,11.0,6.0,9.0,7.0
102,1040,4.2,Trabajador,7.0,3.0,12.0,7.0,9.0,11.0,6.0,9.0,7.0
321,1041,3.6,Monitor Evaluador,6.0,6.0,7.0,9.0,8.0,5.0,9.0,6.0,7.0
479,1042,1.3,Especialista,8.0,6.0,7.0,7.0,9.0,3.0,11.0,8.0,10.0
348,1043,3.2,Coordinador,10.0,5.0,9.0,10.0,7.0,7.0,6.0,8.0,4.0
45,1044,3.0,Impulsor,8.0,7.0,8.0,7.0,10.0,7.0,4.0,9.0,6.0
140,1045,2.4,Cohesionador,5.0,8.0,9.0,10.0,4.0,8.0,3.0,12.0,6.0
429,1046,0.1,Coordinador,14.0,7.0,6.0,7.0,7.0,6.0,8.0,12.0,4.0
386,1047,5.0,Investigador de Recursos,8.0,12.0,7.0,7.0,6.0,4.0,10.0,7.0,7.0
433,1048,1.6,Trabajador,9.0,8.0,11.0,6.0,5.0,8.0,6.0,7.0,6.0
26,1049,2.2,Monitor Evaluador,10.0,7.0,5.0,11.0,7.0,9.0,8.0,8.0,6.0
205,1050,2.0,Coordinador,11.0,4.0,5.0,8.0,9.0,5.0,10.0,8.0,10.0
451,1051,3.2,Creativo,7.0,5.0,5.0,7.0,5.0,9.0,8.0,8.0,10.0
55,1052,4.5,Trabajador,8.0,7.0,11.0,4.0,7.0,11.0,8.0,9.0,4.0
484,1053,3.6,Investigador de Recursos,8.0,16.0,5.0,4.0,5.0,12.0,4.0,4.0,7.0
496,1054,1.6,Creativo,7.0,10.0,8.0,6.0,5.0,10.0,5.0,9.0,11.0
470,1055,0.3,Cohesionador,4.0,8.0,7.0,5.0,9.0,6.0,10.0,12.0,7.0
280,1056,2.8,Investigador de Recursos,8.0,13.0,6.0,6.0,6.0,7.0,3.0,13.0,7.0
328,1057,3.9,Finalizador,12.0,6.0,6.0,9.0,6.0,15.0,4.0,8.0,5.0
160,1058,1.6,Finalizador,6.0,10.0,5.0,6.0,10.0,12.0,9.0,5.0,10.0
195,1059,4.5,Coordinador,11.0,8.0,9.0,5.0,4.0,9.0,8.0,7.0,6.0
251,1060,2.9,Especialista,12.0,9.0,3.0,5.0,7.0,6.0,16.0,5.0,4.0
352,1061,2.1,Finalizador,11.0,10.0,6.0,6.0,5.0,13.0,4.0,3.0,10.0
143,1062,0.1,Impulsor,9.0,6.0,6.0,3.0,14.0,7.0,4.0,5.0,11.0
470,1063,3.6,Creativo,8.0,7.0,3.0,6.0,5.0,12.0,7.0,5.0,13.0
171,1064,2.8,Cohesionador,8.0,3.0,11.0,11.0,4.0,6.0,8.0,12.0,3.0
144,1065,3.8,Investigador de Recursos,4.0,10.0,8.0,3.0,10.0,6.0,4.0,10.0,10.0
371,1066,2.0,Especialista,2.0,6.0,11.0,8.0,5.0,7.0,15.0,7.0,3.0
104,1067,1.1,Investigador de Recursos,8.0,9.0,6.0,6.0,6.0,9.0,8.0,5.0,9.0
469,1068,0.4,Coordinador,11.0,6.0,8.0,9.0,4.0,3.0,5.0,4.0,10.0
485,1069,1.7,Creativo,6.0,8.0,6.0,6.0,8.0,9.0,7.0,8.0,11.0
68,1070,2.6,Investigador de Recursos,2.0,15.0,9.0,9.0,5.0,8.0,11.0,8.0,3.0
311,1071,2.2,Investigador de Recursos,5.0,12.0,7.0,8.0,6.0,12.0,4.0,3.0,8.0
483,1072,3.8,Coordinador,13.0,8.0,7.0,8.0,6.0,6.0,6.0,12.0,4.0
98,1073,0.8,Coordinador,16.0,5.0,6.0,6.0,7.0,7.0,5.0,10.0,4.0
292,1074,4.4,Coordinador,10.0,9.0,5.0,9.0,9.0,4.0,10.0,9.0,5.0
255,1075,1.9,Monitor Evaluador,6.0,6.0,5.0,13.0,9.0,7.0,5.0,7.0,7.0
429,1076,1.1,Monitor Evaluador,5.0,9.0,3.0,10.0,8.0,6.0,9.0,9.0,7.0
320,1077,3.4,Impulsor,9.0,10.0,5.0,5.0,13.0,3.0,9.0,7.0,7.0
90,1078,2.2,Coordinador,11.0,5.0,9.0,9.0,3.0,6.0,9.0,10.0,6.0
3,1079,0.8,Coordinador,14.0,1.0,11.0,7.0,5.0,7.0,8.0,7.0,8.0
419,1080,1.8,Coordinador,11.0,10.0,4.0,7.0,6.0,8.0,7.0,5.0,7.0
17,1081,2.2,Creativo,5.0,7.0,7.0,4.0,8.0,9.0,7.0,8.0,10.0
154,1082,4.0,Creativo,4.0,11.0,7.0,7.0,7.0,7.0,5.0,5.0,13.0
59,1083,2.1,Coordinador,10.0,7.0,6.0,7.0,9.0,6.0,6.0,8.0,9.0
498,1084,3.0,Creativo,9.0,4.0,6.0,5.0,4.0,7.0,9.0,10.0,13.0
382,1085,1.5,Investigador de Recursos,4.0,11.0,11.0,6.0,5.0,8.0,6.0,8.0,8.0
433,1086,2.2,Trabajador,9.0,4.0,14.0,6.0,8.0,5.0,12.0,1.0,10.0
